path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s,v_sticker,v_coating,v_bsa,v_agarose,v_control,v_tally,v_magnet,v_magnet_size,v_conf,v_notes
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185129607.jpg,0.6,BSA,7.5,2026-08-27 18:51:29.607,9,16.761,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185224090.jpg,0.6,BSA,7.5,2026-08-27 18:52:24.090,10,54.483,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185240007.jpg,0.6,BSA,7.5,2026-08-27 18:52:40.007,11,15.917,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,both tab marks messy/blurred - tally rows and control letter both uncertain
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185301146.jpg,0.6,BSA,7.5,2026-08-27 18:53:01.146,12,21.139,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,
0.6 BACK/BSA/9 hrs/PXL_20260827_200527860.jpg,0.6,BSA,9.0,2026-08-27 20:05:27.860,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,"sticker leading 0 torn off, inferred"
0.6 BACK/BSA/9 hrs/PXL_20260827_200543526.jpg,0.6,BSA,9.0,2026-08-27 20:05:43.526,2,15.666,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/9 hrs/PXL_20260827_200554417.jpg,0.6,BSA,9.0,2026-08-27 20:05:54.417,3,10.891,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/9 hrs/PXL_20260827_200653928.jpg,0.6,BSA,9.0,2026-08-27 20:06:53.928,4,59.511,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,"tally is a single dense blob, verified via zoomed crop as one row"
0.6 BACK/BSA/9 hrs/PXL_20260827_200713087.jpg,0.6,BSA,9.0,2026-08-27 20:07:13.087,5,19.159,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/9 hrs/PXL_20260827_200722614.jpg,0.6,BSA,9.0,2026-08-27 20:07:22.614,6,9.527,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,same tally count as 0283 (two consecutive COOH tally-3 magnet photos)
0.6 BACK/BSA/9 hrs/PXL_20260827_201638697.jpg,0.6,BSA,9.0,2026-08-27 20:16:38.697,7,556.083,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/9 hrs/PXL_20260827_201656196.jpg,0.6,BSA,9.0,2026-08-27 20:16:56.196,8,17.499,0.6 BSA PEG,PEG,True,0.6,True,2,none,,high,rows tightly spaced; confirmed count 2 via zoomed crop
0.6 BACK/BSA/9 hrs/PXL_20260827_201711499.jpg,0.6,BSA,9.0,2026-08-27 20:17:11.499,9,15.303,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,rows tightly spaced; confirmed count 3 via zoomed crop
0.6 BACK/BSA/9 hrs/PXL_20260827_201803743.jpg,0.6,BSA,9.0,2026-08-27 20:18:03.743,10,52.244,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/9 hrs/PXL_20260827_201832393.jpg,0.6,BSA,9.0,2026-08-27 20:18:32.393,11,28.65,0.6 BSA COOH,COOH,True,0.6,True,2,none,,high,rows tightly spaced; confirmed count 2 via zoomed crop
0.6 BACK/BSA/9 hrs/PXL_20260827_201908588.jpg,0.6,BSA,9.0,2026-08-27 20:19:08.588,12,36.195,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,rows tightly spaced; confirmed count 3 via zoomed crop
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213400683.jpg,0.6,BSA,10.5,2026-08-27 21:34:00.683,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213411865.jpg,0.6,BSA,10.5,2026-08-27 21:34:11.865,2,11.182,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213424339.jpg,0.6,BSA,10.5,2026-08-27 21:34:24.339,3,12.474,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213446676.jpg,0.6,BSA,10.5,2026-08-27 21:34:46.676,4,22.337,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,"tally is a single dense blob, verified via zoomed crop as one row"
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213525211.jpg,0.6,BSA,10.5,2026-08-27 21:35:25.211,5,38.535,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/10.5 hrs/PXL_20260827_213610316.jpg,0.6,BSA,10.5,2026-08-27 21:36:10.316,6,45.105,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/10.5 hrs/PXL_20260827_214447427.jpg,0.6,BSA,10.5,2026-08-27 21:44:47.427,7,517.111,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/10.5 hrs/PXL_20260827_214505733.jpg,0.6,BSA,10.5,2026-08-27 21:45:05.733,8,18.306,0.6 BSA PEG,PEG,True,0.6,True,2,none,,high,rows tightly spaced; confirmed count 2 via zoomed crop
0.6 BACK/BSA/10.5 hrs/PXL_20260827_214520684.jpg,0.6,BSA,10.5,2026-08-27 21:45:20.684,9,14.951,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,rows tightly spaced; confirmed count 3 via zoomed crop
0.6 BACK/BSA/10.5 hrs/PXL_20260827_214554803.jpg,0.6,BSA,10.5,2026-08-27 21:45:54.803,10,34.119,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/10.5 hrs/PXL_20260827_214608647.jpg,0.6,BSA,10.5,2026-08-27 21:46:08.647,11,13.844,0.6 BSA COOH,COOH,True,0.6,True,2,none,,high,rows tightly spaced; confirmed count 2 via zoomed crop
0.6 BACK/BSA/10.5 hrs/PXL_20260827_214628600.jpg,0.6,BSA,10.5,2026-08-27 21:46:28.600,12,19.953,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,rows tightly spaced; confirmed count 3 via zoomed crop
0.6 BACK/BSA/12 hrs/PXL_20260827_225518964.jpg,0.6,BSA,12.0,2026-08-27 22:55:18.964,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,tally is a single dense blob
0.6 BACK/BSA/12 hrs/PXL_20260827_225525811.jpg,0.6,BSA,12.0,2026-08-27 22:55:25.811,2,6.847,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/12 hrs/PXL_20260827_225543865.jpg,0.6,BSA,12.0,2026-08-27 22:55:43.865,3,18.054,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/12 hrs/PXL_20260827_225611121.jpg,0.6,BSA,12.0,2026-08-27 22:56:11.121,4,27.256,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,tally is a single dense blob
0.6 BACK/BSA/12 hrs/PXL_20260827_225619144.jpg,0.6,BSA,12.0,2026-08-27 22:56:19.144,5,8.023,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,confirmed count 2 via zoomed crop
0.6 BACK/BSA/12 hrs/PXL_20260827_225636662.jpg,0.6,BSA,12.0,2026-08-27 22:56:36.662,6,17.518,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,"confirmed count 3 via zoomed crop (rows tight, initial glance suggested fewer)"
0.6 BACK/BSA/12 hrs/PXL_20260827_230735375.jpg,0.6,BSA,12.0,2026-08-27 23:07:35.375,7,658.713,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/12 hrs/PXL_20260827_230748327.jpg,0.6,BSA,12.0,2026-08-27 23:07:48.327,8,12.952,0.6 BSA PEG,PEG,True,0.6,True,2,none,,high,rows tightly spaced; confirmed count 2 via zoomed crop
0.6 BACK/BSA/12 hrs/PXL_20260827_230802688.jpg,0.6,BSA,12.0,2026-08-27 23:08:02.688,9,14.361,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,rows tightly spaced; confirmed count 3 via zoomed crop
0.6 BACK/BSA/12 hrs/PXL_20260827_230830499.jpg,0.6,BSA,12.0,2026-08-27 23:08:30.499,10,27.811,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/12 hrs/PXL_20260827_230843627.jpg,0.6,BSA,12.0,2026-08-27 23:08:43.627,11,13.128,0.6 BSA COOH,COOH,True,0.6,True,2,none,,high,rows tightly spaced; confirmed count 2 via zoomed crop
0.6 BACK/BSA/12 hrs/PXL_20260827_230859853.jpg,0.6,BSA,12.0,2026-08-27 23:08:59.853,12,16.226,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,rows tightly spaced; confirmed count 3 via zoomed crop
0.6 BACK/BSA/21.5 hrs/PXL_20260828_083506576.jpg,0.6,BSA,21.5,2026-08-28 08:35:06.576,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,small,high,"different rig: small magnet, cylinder diameter clearly less than block width"
0.6 BACK/BSA/21.5 hrs/PXL_20260828_083536172.jpg,0.6,BSA,21.5,2026-08-28 08:35:36.172,2,29.596,0.6 BSA PEG,PEG,True,0.6,False,2,present,small,high,tally rows rendered as side-by-side vertical dash groups due to tab orientation
0.6 BACK/BSA/21.5 hrs/PXL_20260828_083555150.jpg,0.6,BSA,21.5,2026-08-28 08:35:55.150,3,18.978,0.6 BSA PEG,PEG,True,0.6,False,3,present,small,high,tally rows rendered as side-by-side vertical dash groups due to tab orientation
0.6 BACK/BSA/21.5 hrs/PXL_20260828_083710785.jpg,0.6,BSA,21.5,2026-08-28 08:37:10.785,4,75.635,0.6 BSA COOH,COOH,True,0.6,False,1,present,small,high,
0.6 BACK/BSA/21.5 hrs/PXL_20260828_083726802.jpg,0.6,BSA,21.5,2026-08-28 08:37:26.802,5,16.017,0.6 BSA COOH,COOH,True,0.6,False,2,present,small,high,mark resembles letter H (two vertical dash groups joined by drip) = 2 rows
0.6 BACK/BSA/21.5 hrs/PXL_20260828_083750174.jpg,0.6,BSA,21.5,2026-08-28 08:37:50.174,6,23.372,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/21.5 hrs/PXL_20260828_085508060.jpg,0.6,BSA,21.5,2026-08-28 08:55:08.060,7,1037.886,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/21.5 hrs/PXL_20260828_085521309.jpg,0.6,BSA,21.5,2026-08-28 08:55:21.309,8,13.249,0.6 BSA PEG,PEG,True,0.6,True,2,none,,high,
0.6 BACK/BSA/21.5 hrs/PXL_20260828_085538300.jpg,0.6,BSA,21.5,2026-08-28 08:55:38.300,9,16.991,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/21.5 hrs/PXL_20260828_085618734.jpg,0.6,BSA,21.5,2026-08-28 08:56:18.734,10,40.434,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/21.5 hrs/PXL_20260828_085632100.jpg,0.6,BSA,21.5,2026-08-28 08:56:32.100,11,13.366,0.6 BSA COOH,COOH,True,0.6,True,2,none,,high,
0.6 BACK/BSA/21.5 hrs/PXL_20260828_085648500.jpg,0.6,BSA,21.5,2026-08-28 08:56:48.500,12,16.4,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111419374.jpg,0.6,non-BSA,0.0,2026-08-27 11:14:19.374,1,,0.4 PEG,PEG,False,0.4,False,1,none,,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111433063.jpg,0.6,non-BSA,0.0,2026-08-27 11:14:33.063,2,13.689,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111449187.jpg,0.6,non-BSA,0.0,2026-08-27 11:14:49.187,3,16.124,0.4 PEG,PEG,False,0.4,False,2,none,,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111507327.jpg,0.6,non-BSA,0.0,2026-08-27 11:15:07.327,4,18.14,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111526950.jpg,0.6,non-BSA,0.0,2026-08-27 11:15:26.950,5,19.623,0.4 PEG,PEG,False,0.4,False,3,none,,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111541319.jpg,0.6,non-BSA,0.0,2026-08-27 11:15:41.319,6,14.369,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111605929.jpg,0.6,non-BSA,0.0,2026-08-27 11:16:05.929,7,24.61,0.6 COOH,COOH,False,0.6,False,1,none,,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111623022.jpg,0.6,non-BSA,0.0,2026-08-27 11:16:23.022,8,17.093,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111641350.jpg,0.6,non-BSA,0.0,2026-08-27 11:16:41.350,9,18.328,0.6 COOH,COOH,False,0.6,False,2,none,,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111654296.jpg,0.6,non-BSA,0.0,2026-08-27 11:16:54.296,10,12.946,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111707877.jpg,0.6,non-BSA,0.0,2026-08-27 11:17:07.877,11,13.581,0.6 COOH,COOH,False,0.6,False,3,none,,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_111719081.jpg,0.6,non-BSA,0.0,2026-08-27 11:17:19.081,12,11.204,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/0 hrs/PXL_20260827_112255829.jpg,0.6,non-BSA,0.0,2026-08-27 11:22:55.829,13,336.748,0.4 PEG,PEG,False,0.4,True,1,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/0 hrs/PXL_20260827_112306362.jpg,0.6,non-BSA,0.0,2026-08-27 11:23:06.362,14,10.533,0.4 PEG,PEG,False,0.4,True,2,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/0 hrs/PXL_20260827_112317339.jpg,0.6,non-BSA,0.0,2026-08-27 11:23:17.339,15,10.977,0.4 PEG,PEG,False,0.4,True,3,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/0 hrs/PXL_20260827_112401783.jpg,0.6,non-BSA,0.0,2026-08-27 11:24:01.783,16,44.444,0.6 COOH,COOH,False,0.6,True,1,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/0 hrs/PXL_20260827_112419511.jpg,0.6,non-BSA,0.0,2026-08-27 11:24:19.511,17,17.728,0.6 COOH,COOH,False,0.6,True,2,none,,low,"tally rows drawn very close/compressed in low-res crop, could be 1 or 2; inferred 2 from sequence position between 0342(1) and 0344(3)"
0.6 BACK/NON BSA/0 hrs/PXL_20260827_112431496.jpg,0.6,non-BSA,0.0,2026-08-27 11:24:31.496,18,11.985,0.6 COOH,COOH,False,0.6,True,3,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/1 hr/PXL_20260827_121050829.jpg,0.6,non-BSA,1.0,2026-08-27 12:10:50.829,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/1 hr/PXL_20260827_121115229.jpg,0.6,non-BSA,1.0,2026-08-27 12:11:15.229,2,24.4,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/1 hr/PXL_20260827_121134416.jpg,0.6,non-BSA,1.0,2026-08-27 12:11:34.416,3,19.187,0.4 PEG,PEG,False,0.4,False,3,present,large,low,"top two tally rows drawn very close together, easy to miscount as a single row (2 total); inferred 3 from sequence position after 0345(1) and 0346(2)"
0.6 BACK/NON BSA/1 hr/PXL_20260827_121202233.jpg,0.6,non-BSA,1.0,2026-08-27 12:12:02.233,4,27.817,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/1 hr/PXL_20260827_121217844.jpg,0.6,non-BSA,1.0,2026-08-27 12:12:17.844,5,15.611,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/1 hr/PXL_20260827_121238034.jpg,0.6,non-BSA,1.0,2026-08-27 12:12:38.034,6,20.19,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/1 hr/PXL_20260827_123429210.jpg,0.6,non-BSA,1.0,2026-08-27 12:34:29.210,7,1311.176,0.4 PEG,PEG,False,0.4,True,1,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/1 hr/PXL_20260827_123439206.jpg,0.6,non-BSA,1.0,2026-08-27 12:34:39.206,8,9.996,0.4 PEG,PEG,False,0.4,True,2,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/1 hr/PXL_20260827_123449412.jpg,0.6,non-BSA,1.0,2026-08-27 12:34:49.412,9,10.206,0.4 PEG,PEG,False,0.4,True,3,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/1 hr/PXL_20260827_123516256.jpg,0.6,non-BSA,1.0,2026-08-27 12:35:16.256,10,26.844,0.6 COOH,COOH,False,0.6,True,1,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/1 hr/PXL_20260827_123525410.jpg,0.6,non-BSA,1.0,2026-08-27 12:35:25.410,11,9.154,0.6 COOH,COOH,False,0.6,True,2,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/1 hr/PXL_20260827_123535901.jpg,0.6,non-BSA,1.0,2026-08-27 12:35:35.901,12,10.491,0.6 COOH,COOH,False,0.6,True,3,none,,high,control mark drawn as messy cursive C
0.6 BACK/NON BSA/2 hrs/PXL_20260827_130648683.jpg,0.6,non-BSA,2.0,2026-08-27 13:06:48.683,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_130703438.jpg,0.6,non-BSA,2.0,2026-08-27 13:07:03.438,2,14.755,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_130722115.jpg,0.6,non-BSA,2.0,2026-08-27 13:07:22.115,3,18.677,0.4 PEG,PEG,False,0.4,False,3,present,large,low,"tally rows appear close together (look like 2), inferred 3 from sequence position after 0357(1) and 0358(2)"
0.6 BACK/NON BSA/2 hrs/PXL_20260827_130822441.jpg,0.6,non-BSA,2.0,2026-08-27 13:08:22.441,4,60.326,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_130839787.jpg,0.6,non-BSA,2.0,2026-08-27 13:08:39.787,5,17.346,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_130856687.jpg,0.6,non-BSA,2.0,2026-08-27 13:08:56.687,6,16.9,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_131544349.jpg,0.6,non-BSA,2.0,2026-08-27 13:15:44.349,7,407.662,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_131555266.jpg,0.6,non-BSA,2.0,2026-08-27 13:15:55.266,8,10.917,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_131611716.jpg,0.6,non-BSA,2.0,2026-08-27 13:16:11.716,9,16.45,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_131640131.jpg,0.6,non-BSA,2.0,2026-08-27 13:16:40.131,10,28.415,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.6 BACK/NON BSA/2 hrs/PXL_20260827_131651302.jpg,0.6,non-BSA,2.0,2026-08-27 13:16:51.302,11,11.171,0.6 COOH,COOH,False,0.6,True,2,none,,low,crop blurry; compact glyph resembling numeral 3 read as 2 tightly-drawn rows
0.6 BACK/NON BSA/2 hrs/PXL_20260827_131704155.jpg,0.6,non-BSA,2.0,2026-08-27 13:17:04.155,12,12.853,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_140907264.jpg,0.6,non-BSA,3.0,2026-08-27 14:09:07.264,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_140921966.jpg,0.6,non-BSA,3.0,2026-08-27 14:09:21.966,2,14.702,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_140939933.jpg,0.6,non-BSA,3.0,2026-08-27 14:09:39.933,3,17.967,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_141017208.jpg,0.6,non-BSA,3.0,2026-08-27 14:10:17.208,4,37.275,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_141035059.jpg,0.6,non-BSA,3.0,2026-08-27 14:10:35.059,5,17.851,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_141101190.jpg,0.6,non-BSA,3.0,2026-08-27 14:11:01.190,6,26.131,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_141944612.jpg,0.6,non-BSA,3.0,2026-08-27 14:19:44.612,7,523.422,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_141956269.jpg,0.6,non-BSA,3.0,2026-08-27 14:19:56.269,8,11.657,0.4 PEG,PEG,False,0.4,True,2,none,,high,left tab marks compress into a numeral-3-like glyph; high-res crop confirmed 2 distinct rows
0.6 BACK/NON BSA/3 hrs/PXL_20260827_142009125.jpg,0.6,non-BSA,3.0,2026-08-27 14:20:09.125,9,12.856,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.6 BACK/NON BSA/3 hrs/PXL_20260827_142119948.jpg,0.6,non-BSA,3.0,2026-08-27 14:21:19.948,10,70.823,0.6 COOH,COOH,False,0.6,True,1,none,,high,"extra red registration dots at holder corners, unrelated to tally"
0.6 BACK/NON BSA/3 hrs/PXL_20260827_142151810.jpg,0.6,non-BSA,3.0,2026-08-27 14:21:51.810,11,31.862,0.6 COOH,COOH,False,0.6,True,2,none,,low,"compact numeral-3-like glyph; crop did not fully resolve row count, read as 2 by analogy to similar glyphs elsewhere"
0.6 BACK/NON BSA/3 hrs/PXL_20260827_142202560.jpg,0.6,non-BSA,3.0,2026-08-27 14:22:02.560,12,10.75,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_150529702.jpg,0.6,non-BSA,4.0,2026-08-27 15:05:29.702,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_150545801.jpg,0.6,non-BSA,4.0,2026-08-27 15:05:45.801,2,16.099,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_150555841.jpg,0.6,non-BSA,4.0,2026-08-27 15:05:55.841,3,10.04,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_150627118.jpg,0.6,non-BSA,4.0,2026-08-27 15:06:27.118,4,31.277,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_150638029.jpg,0.6,non-BSA,4.0,2026-08-27 15:06:38.029,5,10.911,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_150658610.jpg,0.6,non-BSA,4.0,2026-08-27 15:06:58.610,6,20.581,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_151811623.jpg,0.6,non-BSA,4.0,2026-08-27 15:18:11.623,7,673.013,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_151845399.jpg,0.6,non-BSA,4.0,2026-08-27 15:18:45.399,8,33.776,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_151905702.jpg,0.6,non-BSA,4.0,2026-08-27 15:19:05.702,9,20.303,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_152013333.jpg,0.6,non-BSA,4.0,2026-08-27 15:20:13.333,10,67.631,0.6 COOH,COOH,False,0.6,True,2,none,,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_152032153.jpg,0.6,non-BSA,4.0,2026-08-27 15:20:32.153,11,18.82,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.6 BACK/NON BSA/4 hrs/PXL_20260827_152120708.jpg,0.6,non-BSA,4.0,2026-08-27 15:21:20.708,12,48.555,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.6 BACK/NON BSA/5 hrs/PXL_20260827_160751781.jpg,0.6,non-BSA,5.0,2026-08-27 16:07:51.781,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,"black marker sticker, no BSA text"
0.6 BACK/NON BSA/5 hrs/PXL_20260827_160805233.jpg,0.6,non-BSA,5.0,2026-08-27 16:08:05.233,2,13.452,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.6 BACK/NON BSA/5 hrs/PXL_20260827_160815315.jpg,0.6,non-BSA,5.0,2026-08-27 16:08:15.315,3,10.082,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.6 BACK/NON BSA/5 hrs/PXL_20260827_160845906.jpg,0.6,non-BSA,5.0,2026-08-27 16:08:45.906,4,30.591,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/5 hrs/PXL_20260827_160902972.jpg,0.6,non-BSA,5.0,2026-08-27 16:09:02.972,5,17.066,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.6 BACK/NON BSA/5 hrs/PXL_20260827_160922440.jpg,0.6,non-BSA,5.0,2026-08-27 16:09:22.440,6,19.468,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.6 BACK/NON BSA/5 hrs/PXL_20260827_162524285.jpg,0.6,non-BSA,5.0,2026-08-27 16:25:24.285,7,961.845,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.6 BACK/NON BSA/5 hrs/PXL_20260827_162536880.jpg,0.6,non-BSA,5.0,2026-08-27 16:25:36.880,8,12.595,0.4 PEG,PEG,False,0.4,True,1,none,,high,"black marker sticker, no BSA text"
0.6 BACK/NON BSA/5 hrs/PXL_20260827_162549596.jpg,0.6,non-BSA,5.0,2026-08-27 16:25:49.596,9,12.716,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.6 BACK/NON BSA/5 hrs/PXL_20260827_162614485.jpg,0.6,non-BSA,5.0,2026-08-27 16:26:14.485,10,24.889,0.4 COOH,COOH,False,0.4,True,1,none,,high,"black marker sticker, no BSA text"
0.6 BACK/NON BSA/5 hrs/PXL_20260827_162628101.jpg,0.6,non-BSA,5.0,2026-08-27 16:26:28.101,11,13.616,0.4 COOH,COOH,False,0.4,True,3,none,,low,tally rows close together; possible 2 vs 3
