path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s,v_sticker,v_coating,v_bsa,v_agarose,v_control,v_tally,v_magnet,v_magnet_size,v_conf,v_notes,idx,dropped_dup,agarose_f,bsa_f,coating_f,control_f,magnet_f,tally_f,duplicate_shot,tally_certainty,tally_changed,gap,burst,tally_conflict,low_conf,arm,series
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_185016191.jpg,0.4,non-BSA,7.5,2026-08-27 18:50:16.191,12,16.753,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate of 0127 tally=3,251,False,0.4,non-BSA,COOH,True,none,3,False,high,False,16.753,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200337239.jpg,0.4,non-BSA,9.0,2026-08-27 20:03:37.239,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,252,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200348063.jpg,0.4,non-BSA,9.0,2026-08-27 20:03:48.063,2,10.824,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,253,False,0.4,non-BSA,PEG,False,present,2,False,high,False,10.824,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200405127.jpg,0.4,non-BSA,9.0,2026-08-27 20:04:05.127,3,17.064,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,254,False,0.4,non-BSA,PEG,False,present,3,False,high,False,17.064,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200428529.jpg,0.4,non-BSA,9.0,2026-08-27 20:04:28.529,4,23.402,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,255,False,0.4,non-BSA,COOH,False,present,1,False,high,False,23.402,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200440659.jpg,0.4,non-BSA,9.0,2026-08-27 20:04:40.659,5,12.13,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,256,False,0.4,non-BSA,COOH,False,present,2,False,high,False,12.13,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_200449798.jpg,0.4,non-BSA,9.0,2026-08-27 20:04:49.798,6,9.139,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,257,False,0.4,non-BSA,COOH,False,present,3,False,high,False,9.139,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201355263.jpg,0.4,non-BSA,9.0,2026-08-27 20:13:55.263,7,545.465,0.4 PEG,PEG,False,0.4,True,1,none,,high,,258,False,0.4,non-BSA,PEG,True,none,1,False,high,False,545.465,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201429802.jpg,0.4,non-BSA,9.0,2026-08-27 20:14:29.802,8,34.539,0.4 PEG,PEG,False,0.4,True,2,none,,high,,259,False,0.4,non-BSA,PEG,True,none,2,False,high,False,34.539,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201459954.jpg,0.4,non-BSA,9.0,2026-08-27 20:14:59.954,9,30.152,0.4 PEG,PEG,False,0.4,True,3,none,,high,,260,False,0.4,non-BSA,PEG,True,none,3,False,high,False,30.152,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201532090.jpg,0.4,non-BSA,9.0,2026-08-27 20:15:32.090,10,32.136,0.6 COOH,COOH,False,0.6,True,1,none,,high,,261,False,0.4,non-BSA,COOH,True,none,1,False,high,False,32.136,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201555766.jpg,0.4,non-BSA,9.0,2026-08-27 20:15:55.766,11,23.676,0.6 COOH,COOH,False,0.6,True,3,none,,high,"clearly 3 rows, but group has no tally=2 photo (138=1,139=3,140=3) - likely a duplicate shot",262,False,0.4,non-BSA,COOH,True,none,2,False,high,True,23.676,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/9 hrs/PXL_20260827_201606310.jpg,0.4,non-BSA,9.0,2026-08-27 20:16:06.310,12,10.544,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate of 0139 tally=3,263,False,0.4,non-BSA,COOH,True,none,3,False,high,False,10.544,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213208705.jpg,0.4,non-BSA,10.5,2026-08-27 21:32:08.705,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,264,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213229527.jpg,0.4,non-BSA,10.5,2026-08-27 21:32:29.527,2,20.822,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,265,False,0.4,non-BSA,PEG,False,present,2,False,high,False,20.822,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213237249.jpg,0.4,non-BSA,10.5,2026-08-27 21:32:37.249,3,7.722,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,266,False,0.4,non-BSA,PEG,False,present,3,False,high,False,7.722,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213300267.jpg,0.4,non-BSA,10.5,2026-08-27 21:33:00.267,4,23.018,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,267,False,0.4,non-BSA,COOH,False,present,1,False,high,False,23.018,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213313721.jpg,0.4,non-BSA,10.5,2026-08-27 21:33:13.721,5,13.454,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,268,False,0.4,non-BSA,COOH,False,present,2,False,high,False,13.454,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213327384.jpg,0.4,non-BSA,10.5,2026-08-27 21:33:27.384,6,13.663,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,269,False,0.4,non-BSA,COOH,False,present,3,False,high,False,13.663,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214225614.jpg,0.4,non-BSA,10.5,2026-08-27 21:42:25.614,7,538.23,0.4 PEG,PEG,False,0.4,True,1,none,,high,,270,False,0.4,non-BSA,PEG,True,none,1,False,high,False,538.23,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214244239.jpg,0.4,non-BSA,10.5,2026-08-27 21:42:44.239,8,18.625,0.4 PEG,PEG,False,0.4,True,2,none,,high,,271,False,0.4,non-BSA,PEG,True,none,2,False,high,False,18.625,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214259734.jpg,0.4,non-BSA,10.5,2026-08-27 21:42:59.734,9,15.495,0.4 PEG,PEG,False,0.4,True,3,none,,high,,272,False,0.4,non-BSA,PEG,True,none,3,False,high,False,15.495,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214333993.jpg,0.4,non-BSA,10.5,2026-08-27 21:43:33.993,10,34.259,0.6 COOH,COOH,False,0.6,True,1,none,,high,,273,False,0.4,non-BSA,COOH,True,none,1,False,high,False,34.259,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214348075.jpg,0.4,non-BSA,10.5,2026-08-27 21:43:48.075,11,14.082,0.6 COOH,COOH,False,0.6,True,2,none,,high,,274,False,0.4,non-BSA,COOH,True,none,2,False,high,False,14.082,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214403877.jpg,0.4,non-BSA,10.5,2026-08-27 21:44:03.877,12,15.802,0.6 COOH,COOH,False,0.6,True,3,none,,high,,275,False,0.4,non-BSA,COOH,True,none,3,False,high,False,15.802,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225313897.jpg,0.4,non-BSA,12.0,2026-08-27 22:53:13.897,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,276,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225324765.jpg,0.4,non-BSA,12.0,2026-08-27 22:53:24.765,2,10.868,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,277,False,0.4,non-BSA,PEG,False,present,2,False,high,False,10.868,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225346069.jpg,0.4,non-BSA,12.0,2026-08-27 22:53:46.069,3,21.304,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,278,False,0.4,non-BSA,PEG,False,present,3,False,high,False,21.304,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225416598.jpg,0.4,non-BSA,12.0,2026-08-27 22:54:16.598,4,30.529,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,279,False,0.4,non-BSA,COOH,False,present,1,False,high,False,30.529,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225427122.jpg,0.4,non-BSA,12.0,2026-08-27 22:54:27.122,5,10.524,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,280,False,0.4,non-BSA,COOH,False,present,2,False,high,False,10.524,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225447279.jpg,0.4,non-BSA,12.0,2026-08-27 22:54:47.279,6,20.157,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,281,False,0.4,non-BSA,COOH,False,present,3,False,high,False,20.157,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230529580.jpg,0.4,non-BSA,12.0,2026-08-27 23:05:29.580,7,642.301,0.4 PEG,PEG,False,0.4,True,1,none,,high,,282,False,0.4,non-BSA,PEG,True,none,1,False,high,False,642.301,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230543628.jpg,0.4,non-BSA,12.0,2026-08-27 23:05:43.628,8,14.048,0.4 PEG,PEG,False,0.4,True,2,none,,high,,283,False,0.4,non-BSA,PEG,True,none,2,False,high,False,14.048,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230557224.jpg,0.4,non-BSA,12.0,2026-08-27 23:05:57.224,9,13.596,0.4 PEG,PEG,False,0.4,True,3,none,,high,,284,False,0.4,non-BSA,PEG,True,none,3,False,high,False,13.596,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230637492.jpg,0.4,non-BSA,12.0,2026-08-27 23:06:37.492,10,40.268,0.4 COOH,COOH,False,0.4,True,1,none,,high,,285,False,0.4,non-BSA,COOH,True,none,1,False,high,False,40.268,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230648654.jpg,0.4,non-BSA,12.0,2026-08-27 23:06:48.654,11,11.162,0.4 COOH,COOH,False,0.4,True,3,none,,high,,286,False,0.4,non-BSA,COOH,True,none,2,False,high,True,11.162,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230701717.jpg,0.4,non-BSA,12.0,2026-08-27 23:07:01.717,12,13.063,0.4 COOH,COOH,False,0.4,True,3,none,,high,"likely same repeat as 0163, re-photographed",287,False,0.4,non-BSA,COOH,True,none,3,False,high,False,13.063,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083225734.jpg,0.4,non-BSA,21.5,2026-08-28 08:32:25.734,1,,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,288,False,0.4,non-BSA,PEG,False,present,2,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083248708.jpg,0.4,non-BSA,21.5,2026-08-28 08:32:48.708,2,22.974,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,289,False,0.4,non-BSA,PEG,False,present,3,False,high,False,22.974,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083315394.jpg,0.4,non-BSA,21.5,2026-08-28 08:33:15.394,3,26.686,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,290,False,0.4,non-BSA,PEG,False,present,1,False,high,False,26.686,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083405489.jpg,0.4,non-BSA,21.5,2026-08-28 08:34:05.489,4,50.095,0.4 COOH,COOH,False,0.4,False,1,present,large,high,,291,False,0.4,non-BSA,COOH,False,present,1,False,high,False,50.095,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083427246.jpg,0.4,non-BSA,21.5,2026-08-28 08:34:27.246,5,21.757,0.4 COOH,COOH,False,0.4,False,3,present,large,high,,292,False,0.4,non-BSA,COOH,False,present,3,False,high,False,21.757,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_084042666.jpg,0.4,non-BSA,21.5,2026-08-28 08:40:42.666,6,375.42,0.4 COOH,COOH,False,0.4,False,2,present,large,high,,293,False,0.4,non-BSA,COOH,False,present,2,False,high,False,375.42,2,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085143882.jpg,0.4,non-BSA,21.5,2026-08-28 08:51:43.882,7,661.216,0.4 PEG,PEG,False,0.4,True,1,none,,high,,294,False,0.4,non-BSA,PEG,True,none,1,False,high,False,661.216,3,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085155724.jpg,0.4,non-BSA,21.5,2026-08-28 08:51:55.724,8,11.842,0.4 PEG,PEG,False,0.4,True,2,none,,high,,295,False,0.4,non-BSA,PEG,True,none,2,False,high,False,11.842,3,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085215175.jpg,0.4,non-BSA,21.5,2026-08-28 08:52:15.175,9,19.451,0.4 PEG,PEG,False,0.4,True,3,none,,high,,296,False,0.4,non-BSA,PEG,True,none,3,False,high,False,19.451,3,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085359190.jpg,0.4,non-BSA,21.5,2026-08-28 08:53:59.190,10,104.015,0.4 COOH,COOH,False,0.4,True,1,none,,high,,297,False,0.4,non-BSA,COOH,True,none,1,False,high,False,104.015,3,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085412699.jpg,0.4,non-BSA,21.5,2026-08-28 08:54:12.699,11,13.509,0.4 COOH,COOH,False,0.4,True,2,none,,high,,298,False,0.4,non-BSA,COOH,True,none,2,False,high,False,13.509,3,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085425502.jpg,0.4,non-BSA,21.5,2026-08-28 08:54:25.502,12,12.803,0.4 COOH,COOH,False,0.4,True,3,none,,high,,299,False,0.4,non-BSA,COOH,True,none,3,False,high,False,12.803,3,False,False,control,0.4_non-BSA_COOH_control_r3
0.6 BACK/BSA/0 hrs/PXL_20260827_111031212.jpg,0.6,BSA,0.0,2026-08-27 11:10:31.212,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,,300,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,True,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/0 hrs/PXL_20260827_111058142.jpg,0.6,BSA,0.0,2026-08-27 11:10:58.142,2,26.93,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,near-duplicate of 0177,301,False,0.6,BSA,PEG,False,present,1,True,high,False,26.93,1,True,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/0 hrs/PXL_20260827_111121594.jpg,0.6,BSA,0.0,2026-08-27 11:11:21.594,3,23.452,0.6 BSA PEG,PEG,True,0.6,False,2,none,,low,no magnet present but second tab shows no clear red C; control status ambiguous,302,False,0.6,BSA,PEG,False,none,2,False,high,False,23.452,1,False,True,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/0 hrs/PXL_20260827_111142172.jpg,0.6,BSA,0.0,2026-08-27 11:11:42.172,4,20.578,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,,303,False,0.6,BSA,PEG,False,present,2,False,high,False,20.578,1,True,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/0 hrs/PXL_20260827_111156348.jpg,0.6,BSA,0.0,2026-08-27 11:11:56.348,5,14.176,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,,304,False,0.6,BSA,PEG,False,present,3,False,high,False,14.176,1,True,False,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/0 hrs/PXL_20260827_111210701.jpg,0.6,BSA,0.0,2026-08-27 11:12:10.701,6,14.353,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,,305,False,0.6,BSA,PEG,False,present,2,True,high,False,14.353,1,True,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/0 hrs/PXL_20260827_111241592.jpg,0.6,BSA,0.0,2026-08-27 11:12:41.592,7,30.891,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,low,"tally mark is a dense blurry blob, rows hard to separate",306,False,0.6,BSA,COOH,False,present,2,False,low,True,30.891,1,True,True,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/0 hrs/PXL_20260827_111254584.jpg,0.6,BSA,0.0,2026-08-27 11:12:54.584,8,12.992,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,low,"tally mark is a dense blurry blob, rows hard to separate",307,False,0.6,BSA,COOH,False,present,2,True,high,True,12.992,1,True,True,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/0 hrs/PXL_20260827_111306861.jpg,0.6,BSA,0.0,2026-08-27 11:13:06.861,9,12.277,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,,308,False,0.6,BSA,COOH,False,present,3,False,high,True,12.277,1,True,False,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/0 hrs/PXL_20260827_111320682.jpg,0.6,BSA,0.0,2026-08-27 11:13:20.682,10,13.821,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,,309,False,0.6,BSA,COOH,False,present,3,True,high,True,13.821,1,True,False,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/0 hrs/PXL_20260827_111342603.jpg,0.6,BSA,0.0,2026-08-27 11:13:42.603,11,21.921,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,,310,False,0.6,BSA,COOH,False,present,1,False,high,True,21.921,1,True,False,magnet,0.6_BSA_COOH_magnet_r1
0.6 BACK/BSA/0 hrs/PXL_20260827_111358095.jpg,0.6,BSA,0.0,2026-08-27 11:13:58.095,12,15.492,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,,311,False,0.6,BSA,COOH,False,present,2,True,high,True,15.492,1,True,False,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/0 hrs/PXL_20260827_112101846.jpg,0.6,BSA,0.0,2026-08-27 11:21:01.846,13,423.751,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,312,False,0.6,BSA,PEG,True,none,1,False,high,False,423.751,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/0 hrs/PXL_20260827_112111841.jpg,0.6,BSA,0.0,2026-08-27 11:21:11.841,14,9.995,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,313,False,0.6,BSA,PEG,True,none,2,False,high,True,9.995,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/0 hrs/PXL_20260827_112124500.jpg,0.6,BSA,0.0,2026-08-27 11:21:24.500,15,12.659,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,"likely same repeat as 0190, re-photographed",314,False,0.6,BSA,PEG,True,none,3,False,high,False,12.659,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/0 hrs/PXL_20260827_112155633.jpg,0.6,BSA,0.0,2026-08-27 11:21:55.633,16,31.133,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,,315,False,0.6,BSA,COOH,True,none,1,False,high,False,31.133,2,False,False,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/0 hrs/PXL_20260827_112210476.jpg,0.6,BSA,0.0,2026-08-27 11:22:10.476,17,14.843,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"second tab's C mark drawn with an extra stroke, shape less clean than usual",316,False,0.6,BSA,COOH,True,none,2,False,high,True,14.843,2,False,True,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/0 hrs/PXL_20260827_112223299.jpg,0.6,BSA,0.0,2026-08-27 11:22:23.299,18,12.823,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,"likely same repeat as 0193, re-photographed",317,False,0.6,BSA,COOH,True,none,3,False,high,False,12.823,2,False,False,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/1 hr/PXL_20260827_120802004.jpg,0.6,BSA,1.0,2026-08-27 12:08:02.004,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,,318,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/1 hr/PXL_20260827_120820176.jpg,0.6,BSA,1.0,2026-08-27 12:08:20.176,2,18.172,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,,319,False,0.6,BSA,PEG,False,present,2,False,high,False,18.172,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/1 hr/PXL_20260827_120843277.jpg,0.6,BSA,1.0,2026-08-27 12:08:43.277,3,23.101,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,,320,False,0.6,BSA,PEG,False,present,3,False,high,False,23.101,1,False,False,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/1 hr/PXL_20260827_120913895.jpg,0.6,BSA,1.0,2026-08-27 12:09:13.895,4,30.618,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,low,"dense blurry blob tally mark, rows hard to separate",321,False,0.6,BSA,COOH,False,present,1,False,high,False,30.618,1,False,True,magnet,0.6_BSA_COOH_magnet_r1
0.6 BACK/BSA/1 hr/PXL_20260827_120937739.jpg,0.6,BSA,1.0,2026-08-27 12:09:37.739,5,23.844,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,,322,False,0.6,BSA,COOH,False,present,2,False,high,False,23.844,1,False,False,magnet,0.6_BSA_COOH_magnet_r2
0.6 BACK/BSA/1 hr/PXL_20260827_121010071.jpg,0.6,BSA,1.0,2026-08-27 12:10:10.071,6,32.332,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3; appears to be same sample as 0212 photographed differently",323,False,0.6,BSA,COOH,False,present,3,False,high,False,32.332,1,False,True,magnet,0.6_BSA_COOH_magnet_r3
0.6 BACK/BSA/1 hr/PXL_20260827_123120096.jpg,0.6,BSA,1.0,2026-08-27 12:31:20.096,7,1270.025,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,,324,False,0.6,BSA,PEG,True,none,1,False,high,False,1270.025,2,False,False,control,0.6_BSA_PEG_control_r1
0.6 BACK/BSA/1 hr/PXL_20260827_123131089.jpg,0.6,BSA,1.0,2026-08-27 12:31:31.089,8,10.993,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,,325,False,0.6,BSA,PEG,True,none,2,False,high,True,10.993,2,False,False,control,0.6_BSA_PEG_control_r2
0.6 BACK/BSA/1 hr/PXL_20260827_123143295.jpg,0.6,BSA,1.0,2026-08-27 12:31:43.295,9,12.206,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,same sample/pattern as 0202,326,False,0.6,BSA,PEG,True,none,3,False,high,False,12.206,2,False,False,control,0.6_BSA_PEG_control_r3
0.6 BACK/BSA/1 hr/PXL_20260827_123339387.jpg,0.6,BSA,1.0,2026-08-27 12:33:39.387,10,116.092,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,,327,False,0.6,BSA,COOH,True,none,1,False,low,True,116.092,2,False,False,control,0.6_BSA_COOH_control_r1
0.6 BACK/BSA/1 hr/PXL_20260827_123350650.jpg,0.6,BSA,1.0,2026-08-27 12:33:50.650,11,11.263,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,control mark smudged/blob-shaped but consistent with C; tally rows clear,328,False,0.6,BSA,COOH,True,none,2,False,high,True,11.263,2,False,True,control,0.6_BSA_COOH_control_r2
0.6 BACK/BSA/1 hr/PXL_20260827_123401908.jpg,0.6,BSA,1.0,2026-08-27 12:34:01.908,12,11.258,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,same sample/pattern as 0205,329,False,0.6,BSA,COOH,True,none,3,False,high,False,11.258,2,False,False,control,0.6_BSA_COOH_control_r3
0.6 BACK/BSA/2 hrs/PXL_20260827_130432852.jpg,0.6,BSA,2.0,2026-08-27 13:04:32.852,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,,330,False,0.6,BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.6_BSA_PEG_magnet_r1
0.6 BACK/BSA/2 hrs/PXL_20260827_130446169.jpg,0.6,BSA,2.0,2026-08-27 13:04:46.169,2,13.317,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,,331,False,0.6,BSA,PEG,False,present,2,False,high,False,13.317,1,False,False,magnet,0.6_BSA_PEG_magnet_r2
0.6 BACK/BSA/2 hrs/PXL_20260827_130457912.jpg,0.6,BSA,2.0,2026-08-27 13:04:57.912,3,11.743,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,,332,False,0.6,BSA,PEG,False,present,3,False,high,False,11.743,1,False,False,magnet,0.6_BSA_PEG_magnet_r3
0.6 BACK/BSA/2 hrs/PXL_20260827_130517004.jpg,0.6,BSA,2.0,2026-08-27 13:05:17.004,4,19.092,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,single dashed/blobby row,333,False,0.6,BSA,COOH,False,present,1,False,high,False,19.092,1,False,False,magnet,0.6_BSA_COOH_magnet_r1
